qid,vid,query,duration_seconds,relevant_duration_seconds,density,max_mean_saliency,relevant_windows,preview_url,hf_filename
6278,-d3Oru5Mj_A_360.0_510.0,Woman holds up a pink top.,150.0,14.0,0.0933,4.0,"[[86, 96], [100, 104]]",https://www.youtube.com/embed/-d3Oru5Mj_A?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/-d3Oru5Mj_A_360.0_510.0.mp4
7731,4gGbm9qoRiM_210.0_360.0,Computer screen has many photo icons on it.,150.0,14.0,0.0933,4.0,"[[124, 138]]",https://www.youtube.com/embed/4gGbm9qoRiM?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/4gGbm9qoRiM_210.0_360.0.mp4
9645,XOkfOLbSE6o_360.0_510.0,A man in a black jacket is examining a gray sheer rock formation.,150.0,14.0,0.0933,4.0,"[[60, 74]]",https://www.youtube.com/embed/XOkfOLbSE6o?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/XOkfOLbSE6o_360.0_510.0.mp4
6676,MevKTPN4ozw_60.0_210.0,A red sports car is being displayed at a car show in the dark.,150.0,14.0,0.0933,4.0,"[[110, 124]]",https://www.youtube.com/embed/MevKTPN4ozw?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/MevKTPN4ozw_60.0_210.0.mp4
7524,l_s0sBhMprU_510.0_660.0,A woman holds up a one pot dinner and feeds her daughter at the dinner table.,150.0,14.0,0.0933,4.0,"[[56, 70]]",https://www.youtube.com/embed/l_s0sBhMprU?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/l_s0sBhMprU_510.0_660.0.mp4
6962,A_UmHia5XTo_660.0_810.0,A person is stirring a soup with greens and potatoes.,150.0,14.0,0.0933,4.0,"[[28, 42]]",https://www.youtube.com/embed/A_UmHia5XTo?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/A_UmHia5XTo_660.0_810.0.mp4
9761,j9VJtAJNhUU_210.0_360.0,A man is wearing an inflatable life vest near a flooded area.,150.0,14.0,0.0933,4.0,"[[20, 34]]",https://www.youtube.com/embed/j9VJtAJNhUU?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/j9VJtAJNhUU_210.0_360.0.mp4
5768,_64diyTtjwQ_60.0_210.0,A man is showing the booking process on a travel website.,150.0,14.0,0.0933,4.0,"[[60, 74]]",https://www.youtube.com/embed/_64diyTtjwQ?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/_64diyTtjwQ_60.0_210.0.mp4
5605,7g9RCUcK8zg_210.0_360.0,A woman with blue hair and one with pink hair are eating jelly donuts.,150.0,14.0,0.0933,4.0,"[[0, 14]]",https://www.youtube.com/embed/7g9RCUcK8zg?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/7g9RCUcK8zg_210.0_360.0.mp4
5500,Ww0jOPZ0k68_360.0_510.0,A buffet of food is on the bench.,150.0,14.0,0.0933,4.0,"[[92, 106]]",https://www.youtube.com/embed/Ww0jOPZ0k68?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/Ww0jOPZ0k68_360.0_510.0.mp4
6697,elZ7A9KHHmI_210.0_360.0,A woman is getting a close up view of a toad near her face.,150.0,14.0,0.0933,4.0,"[[136, 150]]",https://www.youtube.com/embed/elZ7A9KHHmI?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/elZ7A9KHHmI_210.0_360.0.mp4
7116,NMksNT3ouG4_510.0_660.0,Woman holds up a steady cam to the mirror.,150.0,14.0,0.0933,4.0,"[[120, 134]]",https://www.youtube.com/embed/NMksNT3ouG4?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/NMksNT3ouG4_510.0_660.0.mp4
1197,ULLVJdXSNNQ_60.0_210.0,Overhead shots of salad in a white bowl.,150.0,14.0,0.0933,4.0,"[[74, 88]]",https://www.youtube.com/embed/ULLVJdXSNNQ?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/ULLVJdXSNNQ_60.0_210.0.mp4
8468,vzsFBzelssA_660.0_810.0,A lady with long hair is pointing out the mouth ulcer on her lips.,150.0,14.0,0.0933,4.0,"[[136, 150]]",https://www.youtube.com/embed/vzsFBzelssA?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/vzsFBzelssA_660.0_810.0.mp4
8090,rqrFAfl5o0Q_360.0_510.0,Family travels a river by boat.,150.0,14.0,0.0933,4.0,"[[84, 94], [96, 100]]",https://www.youtube.com/embed/rqrFAfl5o0Q?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/rqrFAfl5o0Q_360.0_510.0.mp4
9895,MZ1S9oi-zDw_360.0_510.0,A couple of news anchors are reporting from a circular white desk.,150.0,14.0,0.0933,4.0,"[[30, 44]]",https://www.youtube.com/embed/MZ1S9oi-zDw?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/MZ1S9oi-zDw_360.0_510.0.mp4
5926,r7A-cfBq2Xw_60.0_210.0,Woman in parked car holds up a blue water bottle,150.0,14.0,0.0933,4.0,"[[0, 14]]",https://www.youtube.com/embed/r7A-cfBq2Xw?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/r7A-cfBq2Xw_60.0_210.0.mp4
721,yId2wIocTys_60.0_210.0,Man walks away from white van.,150.0,14.0,0.0933,4.0,"[[134, 148]]",https://www.youtube.com/embed/yId2wIocTys?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/yId2wIocTys_60.0_210.0.mp4
5862,6Mzo1y19iTU_210.0_360.0,Woman holds up a eats a sandwich.,150.0,14.0,0.0933,4.0,"[[22, 24], [36, 42], [60, 66]]",https://www.youtube.com/embed/6Mzo1y19iTU?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/6Mzo1y19iTU_210.0_360.0.mp4
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,150.0,14.0,0.0933,4.0,"[[136, 150]]",https://www.youtube.com/embed/Ci4jrBQXtTI?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/Ci4jrBQXtTI_360.0_510.0.mp4
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,150.0,14.0,0.0933,4.0,"[[68, 76], [82, 88]]",https://www.youtube.com/embed/FdMI99a1TZE?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/FdMI99a1TZE_210.0_360.0.mp4
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,150.0,14.0,0.0933,4.0,"[[24, 38]]",https://www.youtube.com/embed/eGBKPpkSoM0?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/eGBKPpkSoM0_60.0_210.0.mp4
7846,xb-GHGr3s6k_60.0_210.0,Woman flexes her muscles for photos.,150.0,14.0,0.0933,4.0,"[[118, 132]]",https://www.youtube.com/embed/xb-GHGr3s6k?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/xb-GHGr3s6k_60.0_210.0.mp4
8878,CXTWqVz5rhY_660.0_810.0,A woman stands by a horse while talking.,150.0,14.0,0.0933,4.0,"[[98, 112]]",https://www.youtube.com/embed/CXTWqVz5rhY?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/CXTWqVz5rhY_660.0_810.0.mp4
10050,mEqAtcljxHc_60.0_210.0,A cricket team with a red uniform is celebrating a win on the field.,150.0,14.0,0.0933,4.0,"[[36, 50]]",https://www.youtube.com/embed/mEqAtcljxHc?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/mEqAtcljxHc_60.0_210.0.mp4
9987,hYGAJNV6eYY_210.0_360.0,A woman in a black dress with bangs is reporting from in front of a busy highway.,150.0,14.0,0.0933,4.0,"[[92, 106]]",https://www.youtube.com/embed/hYGAJNV6eYY?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/hYGAJNV6eYY_210.0_360.0.mp4
7338,N5g7D9Qk7WI_660.0_810.0,Security members wearing red vest stand in a row beside fans at a stadium.,150.0,14.0,0.0933,4.0,"[[132, 142], [146, 150]]",https://www.youtube.com/embed/N5g7D9Qk7WI?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/N5g7D9Qk7WI_660.0_810.0.mp4
5923,9kF-Rw5PrDY_360.0_510.0,A man is dipping his feet into the water of a river with fish in it.,150.0,14.0,0.0933,4.0,"[[48, 62]]",https://www.youtube.com/embed/9kF-Rw5PrDY?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/9kF-Rw5PrDY_360.0_510.0.mp4
7850,OiueSrtEfvs_360.0_510.0,Vlogger gets a fruit chopped up and drinks from it.,150.0,14.0,0.0933,4.0,"[[72, 86]]",https://www.youtube.com/embed/OiueSrtEfvs?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/OiueSrtEfvs_360.0_510.0.mp4
6749,xUb7T-C0Yt4_60.0_210.0,A fork in the murky brown river flows around tree on an island in the middle of it.,150.0,14.0,0.0933,4.0,"[[136, 150]]",https://www.youtube.com/embed/xUb7T-C0Yt4?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/xUb7T-C0Yt4_60.0_210.0.mp4
10063,c-fzjF9ubUc_210.0_360.0,President Trump is speaking and gesturing outside with the sun in his face.,150.0,14.0,0.0933,4.0,"[[54, 68]]",https://www.youtube.com/embed/c-fzjF9ubUc?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/c-fzjF9ubUc_210.0_360.0.mp4
8182,xVJMPmmW7rE_210.0_360.0,Two men walk down the trail together.,150.0,14.0,0.0933,4.0,"[[92, 106]]",https://www.youtube.com/embed/xVJMPmmW7rE?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/xVJMPmmW7rE_210.0_360.0.mp4
9854,l5kIbQRjJHk_360.0_510.0,Man in red top has a light attached to it.,150.0,14.0,0.0933,4.0,"[[82, 96]]",https://www.youtube.com/embed/l5kIbQRjJHk?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/l5kIbQRjJHk_360.0_510.0.mp4
8294,00DH3yn5C30_510.0_660.0,a woman shows the camera an enamel pin,150.0,14.0,0.0933,4.0,"[[58, 72]]",https://www.youtube.com/embed/00DH3yn5C30?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/00DH3yn5C30_510.0_660.0.mp4
6995,71Fa81Wr-dE_660.0_810.0,A woman is holding up a tray full of sections of tiny herbs.,150.0,14.0,0.0933,4.0,"[[84, 98]]",https://www.youtube.com/embed/71Fa81Wr-dE?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/71Fa81Wr-dE_660.0_810.0.mp4
8135,VYco9EldD0Q_60.0_210.0,Woman carries a baby while walking.,150.0,14.0,0.0933,4.0,"[[34, 48]]",https://www.youtube.com/embed/VYco9EldD0Q?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/VYco9EldD0Q_60.0_210.0.mp4
5833,CPdeKuaTMoU_60.0_210.0,A person demonstrates a wooden chair that swivels.,150.0,14.0,0.0933,4.0,"[[82, 96]]",https://www.youtube.com/embed/CPdeKuaTMoU?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/CPdeKuaTMoU_60.0_210.0.mp4
10283,TSi_JjS_nmk_60.0_210.0,Donald Trump is seated in front of a wall of flags.,150.0,14.0,0.0933,4.0,"[[0, 14]]",https://www.youtube.com/embed/TSi_JjS_nmk?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/TSi_JjS_nmk_60.0_210.0.mp4
9906,KDpsbJHx1RI_360.0_510.0,File explorer showing the games tab.,150.0,14.0,0.0933,4.0,"[[2, 16]]",https://www.youtube.com/embed/KDpsbJHx1RI?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/KDpsbJHx1RI_360.0_510.0.mp4
750,Ok-M_V_h-eY_210.0_360.0,Kids are hanging off of a pole.,150.0,14.0,0.0933,3.667,"[[120, 134]]",https://www.youtube.com/embed/Ok-M_V_h-eY?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/Ok-M_V_h-eY_210.0_360.0.mp4
87,S-nHYzK-BVg_360.0_510.0,A skeleton ociture is in a word document.,150.0,14.0,0.0933,3.667,"[[130, 142], [148, 150]]",https://www.youtube.com/embed/S-nHYzK-BVg?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/S-nHYzK-BVg_360.0_510.0.mp4
7771,RZrf7QFxIW4_360.0_510.0,A computer screen with text is shown.,150.0,14.0,0.0933,3.667,"[[12, 26]]",https://www.youtube.com/embed/RZrf7QFxIW4?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/RZrf7QFxIW4_360.0_510.0.mp4
7306,QndZGvTthvY_660.0_810.0,Woman picks up a jar of JIF.,150.0,14.0,0.0933,3.667,"[[8, 22]]",https://www.youtube.com/embed/QndZGvTthvY?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/QndZGvTthvY_660.0_810.0.mp4
7910,sJ-KomL7DUo_360.0_510.0,A stack of luggage is on the floor.,150.0,14.0,0.0933,3.667,"[[88, 102]]",https://www.youtube.com/embed/sJ-KomL7DUo?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/sJ-KomL7DUo_360.0_510.0.mp4
8728,PGDbwm6X-Ag_510.0_660.0,A woman talks about animal crackers.,150.0,14.0,0.0933,3.667,"[[118, 132]]",https://www.youtube.com/embed/PGDbwm6X-Ag?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/PGDbwm6X-Ag_510.0_660.0.mp4
10193,9gb6KJYFJiw_360.0_510.0,Women are white T shaped podiums give a speech which an interpretator works beside them.,150.0,14.0,0.0933,3.667,"[[0, 14]]",https://www.youtube.com/embed/9gb6KJYFJiw?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/9gb6KJYFJiw_360.0_510.0.mp4
5113,Pkk_CsWb-PI_210.0_360.0,A woman is demonstrating how to search for something online and the correct page.,150.0,14.0,0.0933,3.667,"[[42, 56]]",https://www.youtube.com/embed/Pkk_CsWb-PI?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/Pkk_CsWb-PI_210.0_360.0.mp4
5844,8sSsKMqFbmw_360.0_510.0,Woman wears a fur lined parka outside.,150.0,14.0,0.0933,3.667,"[[34, 46], [48, 50]]",https://www.youtube.com/embed/8sSsKMqFbmw?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/8sSsKMqFbmw_360.0_510.0.mp4
8223,a1q_1DJDUak_60.0_210.0,Vlogger shows off the view from their hotel room by the canal.,150.0,14.0,0.0933,3.667,"[[112, 126]]",https://www.youtube.com/embed/a1q_1DJDUak?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/a1q_1DJDUak_60.0_210.0.mp4
349,XFrOEO9GUF8_60.0_210.0,Two women sit really close on the bench together.,150.0,14.0,0.0933,3.667,"[[98, 112]]",https://www.youtube.com/embed/XFrOEO9GUF8?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/XFrOEO9GUF8_60.0_210.0.mp4
304,3LG_pR4R5KY_360.0_510.0,A woman gets sandals out of the bag.,150.0,14.0,0.0933,3.667,"[[130, 144]]",https://www.youtube.com/embed/3LG_pR4R5KY?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/3LG_pR4R5KY_360.0_510.0.mp4
7261,DCscUz4RPh0_660.0_810.0,Row of fancy cars are in a parking garage.,150.0,14.0,0.0933,3.667,"[[94, 108]]",https://www.youtube.com/embed/DCscUz4RPh0?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/DCscUz4RPh0_660.0_810.0.mp4
5611,ngxEf97MQSE_360.0_510.0,Woman looks out the window of a moving car.,150.0,14.0,0.0933,3.667,"[[26, 40]]",https://www.youtube.com/embed/ngxEf97MQSE?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/ngxEf97MQSE_360.0_510.0.mp4
412,T5B4I5TzNWI_210.0_360.0,Two friends sit in a restaurant eating noodles and soup together and one is wearing a very neon yellow jacket.,150.0,14.0,0.0933,3.667,"[[124, 138]]",https://www.youtube.com/embed/T5B4I5TzNWI?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/T5B4I5TzNWI_210.0_360.0.mp4
787,B39Cz-4_Z5M_60.0_210.0,A woman holds up her phone mount to the mirror while doing her make up.,150.0,14.0,0.0933,3.667,"[[98, 112]]",https://www.youtube.com/embed/B39Cz-4_Z5M?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/B39Cz-4_Z5M_60.0_210.0.mp4
6281,2eLqrZ5jReQ_210.0_360.0,Family holds hands and turns in the circle.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/2eLqrZ5jReQ?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/2eLqrZ5jReQ_210.0_360.0.mp4
7679,uQQc6ZP6ISE_360.0_510.0,A blue table is being set with wine glasses and drinks.,150.0,14.0,0.0933,3.667,"[[4, 18]]",https://www.youtube.com/embed/uQQc6ZP6ISE?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/uQQc6ZP6ISE_360.0_510.0.mp4
7479,TzdjEviN9JQ_510.0_660.0,A woman is mixing ingredients in a standing blender in the kitchen.,150.0,14.0,0.0933,3.667,"[[0, 14]]",https://www.youtube.com/embed/TzdjEviN9JQ?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/TzdjEviN9JQ_510.0_660.0.mp4
269,z6oJAn7kMpM_360.0_510.0,Chef makes their yogurt in a bowl.,150.0,14.0,0.0933,3.667,"[[12, 26]]",https://www.youtube.com/embed/z6oJAn7kMpM?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/z6oJAn7kMpM_360.0_510.0.mp4
794,Wn0ReF54Gvc_210.0_360.0,Blonde woman walks up a marble staircase.,150.0,14.0,0.0933,3.667,"[[134, 148]]",https://www.youtube.com/embed/Wn0ReF54Gvc?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/Wn0ReF54Gvc_210.0_360.0.mp4
426,OtgHONQ2jQs_60.0_210.0,Woman models her swimsuit in the mirror.,150.0,14.0,0.0933,3.667,"[[56, 70]]",https://www.youtube.com/embed/OtgHONQ2jQs?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/OtgHONQ2jQs_60.0_210.0.mp4
413,LlhIURuhybI_60.0_210.0,Children are laying in bed under green and white floral covers.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/LlhIURuhybI?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/LlhIURuhybI_60.0_210.0.mp4
947,-8Aqoht56yc_60.0_210.0,View of a field from a tall building.,150.0,14.0,0.0933,3.667,"[[0, 14]]",https://www.youtube.com/embed/-8Aqoht56yc?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/-8Aqoht56yc_60.0_210.0.mp4
9607,cQ_mhsK5ZdI_60.0_210.0,A group of military soldiers is gathered in a field and testing a missile launcher.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/cQ_mhsK5ZdI?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/cQ_mhsK5ZdI_60.0_210.0.mp4
9144,4Zud1tJi3pA_510.0_660.0,Woman with braided pig tails walks away from the park.,150.0,14.0,0.0933,3.667,"[[36, 50]]",https://www.youtube.com/embed/4Zud1tJi3pA?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/4Zud1tJi3pA_510.0_660.0.mp4
7057,AOUKbe1-Jk4_510.0_660.0,A man is wearing a silly green and red costume in a classroom.,150.0,14.0,0.0933,3.667,"[[76, 90]]",https://www.youtube.com/embed/AOUKbe1-Jk4?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/AOUKbe1-Jk4_510.0_660.0.mp4
6230,bgh1enh2OqU_360.0_510.0,A woman is modeling her bright pink vinyl skirt.,150.0,14.0,0.0933,3.667,"[[106, 120]]",https://www.youtube.com/embed/bgh1enh2OqU?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/bgh1enh2OqU_360.0_510.0.mp4
5846,v1gm-W4biGU_60.0_210.0,Man in polo shirt drives a car.,150.0,14.0,0.0933,3.667,"[[134, 148]]",https://www.youtube.com/embed/v1gm-W4biGU?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/v1gm-W4biGU_60.0_210.0.mp4
5553,spH6rbYXHb0_60.0_210.0,A woman is looking at a fancy display of fruits.,150.0,14.0,0.0933,3.667,"[[40, 54]]",https://www.youtube.com/embed/spH6rbYXHb0?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/spH6rbYXHb0_60.0_210.0.mp4
7866,k3POiliC7fk_60.0_210.0,The table is filled with plates of food.,150.0,14.0,0.0933,3.667,"[[88, 102]]",https://www.youtube.com/embed/k3POiliC7fk?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/k3POiliC7fk_60.0_210.0.mp4
8834,9K6pwiVyI_s_660.0_810.0,A lady with the cream top is putting her legs up on the bed then put them down.,150.0,14.0,0.0933,3.667,"[[122, 136]]",https://www.youtube.com/embed/9K6pwiVyI_s?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/9K6pwiVyI_s_660.0_810.0.mp4
5309,gxuDsPaHsA8_210.0_360.0,Woman drinks a green smoothie.,150.0,14.0,0.0933,3.667,"[[128, 142]]",https://www.youtube.com/embed/gxuDsPaHsA8?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/gxuDsPaHsA8_210.0_360.0.mp4
9549,D-VkWkPs1aw_60.0_210.0,Man delivers report through old TV screen.,150.0,14.0,0.0933,3.667,"[[126, 132], [136, 140], [144, 148]]",https://www.youtube.com/embed/D-VkWkPs1aw?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/D-VkWkPs1aw_60.0_210.0.mp4
9107,MGhjvist4gk_660.0_810.0,a cove with boats is filmed by a drone,150.0,14.0,0.0933,3.667,"[[46, 60]]",https://www.youtube.com/embed/MGhjvist4gk?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/MGhjvist4gk_660.0_810.0.mp4
5750,_GTeZQyM3Mk_60.0_210.0,A woman is showing the view of her plane flying through thick clouds.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/_GTeZQyM3Mk?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/_GTeZQyM3Mk_60.0_210.0.mp4
4898,flh-VKKs600_60.0_210.0,A man is sliding down a snow covered slope like a slide.,150.0,14.0,0.0933,3.667,"[[94, 108]]",https://www.youtube.com/embed/flh-VKKs600?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/flh-VKKs600_60.0_210.0.mp4
264,pTODjcJwSPg_210.0_360.0,Asian woman types on her laptop.,150.0,14.0,0.0933,3.667,"[[118, 132]]",https://www.youtube.com/embed/pTODjcJwSPg?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/pTODjcJwSPg_210.0_360.0.mp4
9614,mQtCTxO2hTM_60.0_210.0,Mike Pence and Donald Trump walk out of the White House together then speak.,150.0,14.0,0.0933,3.667,"[[132, 146]]",https://www.youtube.com/embed/mQtCTxO2hTM?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/mQtCTxO2hTM_60.0_210.0.mp4
5988,EG3B0UNuc5Y_60.0_210.0,The woman in the grey hoodie does her workout in the living room.,150.0,14.0,0.0933,3.667,"[[64, 78]]",https://www.youtube.com/embed/EG3B0UNuc5Y?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/EG3B0UNuc5Y_60.0_210.0.mp4
10281,rqIVjYTJE5E_360.0_510.0,A woman wearing yellow is sweeping an entirely blue building.,150.0,14.0,0.0933,3.667,"[[102, 116]]",https://www.youtube.com/embed/rqIVjYTJE5E?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/rqIVjYTJE5E_360.0_510.0.mp4
7631,TGccTWBzQ98_60.0_210.0,Two women walk down the street together.,150.0,14.0,0.0933,3.667,"[[34, 48]]",https://www.youtube.com/embed/TGccTWBzQ98?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/TGccTWBzQ98_60.0_210.0.mp4
283,D80pTAVFU4w_210.0_360.0,Teen girl puts on mascara.,150.0,14.0,0.0933,3.667,"[[126, 130], [138, 148]]",https://www.youtube.com/embed/D80pTAVFU4w?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/D80pTAVFU4w_210.0_360.0.mp4
7953,ouQnnXl3dq4_60.0_210.0,A man with a mask on his chin walks past a bar illuminated with blue lighting.,150.0,14.0,0.0933,3.667,"[[64, 78]]",https://www.youtube.com/embed/ouQnnXl3dq4?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/ouQnnXl3dq4_60.0_210.0.mp4
6317,5PbbbLN4huw_360.0_510.0,A woman in a room makes hand gestures and speaks.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/5PbbbLN4huw?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/5PbbbLN4huw_360.0_510.0.mp4
500,a0Q77Gj5lhw_360.0_510.0,Masked woman is walking through the produce.,150.0,14.0,0.0933,3.667,"[[112, 126]]",https://www.youtube.com/embed/a0Q77Gj5lhw?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/a0Q77Gj5lhw_360.0_510.0.mp4
9786,EKu5B4llWyE_60.0_210.0,Two women are engaged in a melee battle with swords on a grassy field.,150.0,14.0,0.0933,3.667,"[[118, 132]]",https://www.youtube.com/embed/EKu5B4llWyE?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/EKu5B4llWyE_60.0_210.0.mp4
4923,5wdsBwOSh78_60.0_210.0,Women holds up a notebook.,150.0,14.0,0.0933,3.667,"[[116, 130]]",https://www.youtube.com/embed/5wdsBwOSh78?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/5wdsBwOSh78_60.0_210.0.mp4
7875,3WpD383GpcQ_60.0_210.0,A woman checks her watch before showing her bagel sandwich,150.0,14.0,0.0933,3.667,"[[40, 54]]",https://www.youtube.com/embed/3WpD383GpcQ?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/3WpD383GpcQ_60.0_210.0.mp4
6085,Dlh6REu0aXs_210.0_360.0,A child is playing with a toy piano.,150.0,14.0,0.0933,3.667,"[[104, 118]]",https://www.youtube.com/embed/Dlh6REu0aXs?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/Dlh6REu0aXs_210.0_360.0.mp4
6381,HjE7uN_78v8_360.0_510.0,A group of young girls drive to an In N Out and order burgers.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/HjE7uN_78v8?start=360&end=510&version=3,moment_retrieval/qvhighlight/videos/HjE7uN_78v8_360.0_510.0.mp4
5096,7iZ9OyD_mcU_210.0_360.0,Baby drinks from the bottle.,150.0,14.0,0.0933,3.667,"[[40, 54]]",https://www.youtube.com/embed/7iZ9OyD_mcU?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/7iZ9OyD_mcU_210.0_360.0.mp4
785,7cfybxakqRQ_210.0_360.0,Elephants are bathing in the water.,150.0,14.0,0.0933,3.667,"[[116, 126], [128, 132]]",https://www.youtube.com/embed/7cfybxakqRQ?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/7cfybxakqRQ_210.0_360.0.mp4
454,0NPMf7RRHTM_60.0_210.0,A man with sunscreen on his face is sitting inside a yellow and white tent.,150.0,14.0,0.0933,3.667,"[[10, 24]]",https://www.youtube.com/embed/0NPMf7RRHTM?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/0NPMf7RRHTM_60.0_210.0.mp4
8439,-7ECtLfnZDE_510.0_660.0,A camera zooms in on in wireless earbuds.,150.0,14.0,0.0933,3.667,"[[90, 102], [104, 106]]",https://www.youtube.com/embed/-7ECtLfnZDE?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/-7ECtLfnZDE_510.0_660.0.mp4
